Welcome to the profile statistics browser.
out_profile/demo.pts% out_profile/demo.pts% Sat Jul 13 23:24:38 2024    out_profile/demo.pts

         2834940 function calls (2799893 primitive calls) in 75.104 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/message.py:409(__getitem__)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/arrayprint.py:1314(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/arrayprint.py:1252(IntegerFormat)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexing.py:109(_IndexSlice)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:1123(_VersionAction)
        2    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pytz/lazy.py:91(LazyList)
        3    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/importlib/abc.py:75(MetaPathFinder)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/parsers/readers.py:477(_Fwf_Defaults)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/traceback.py:625(_ExceptionPrintContext)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/functools.py:861(<lambda>)
        4    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/shape_base.py:19(_atleast_1d_dispatcher)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/calendar.py:76(__init__)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2625(DatetimeLikeBlock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_pydecimal.py:5628(_WorkRep)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/dateutil/tz/tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/arrayprint.py:1377(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/ma/core.py:1148(_DomainedBinaryOperation)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:795(is_package)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/importlib/resources/readers.py:107(NamespaceReader)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:220(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/six.py:178(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/six.py:91(_LazyDescr)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/ma/core.py:820(_DomainCheckInterval)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:1260(FileType)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/message.py:211(is_multipart)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/six.py:144(MovedAttribute)
        2    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/errors/__init__.py:273(AbstractMethodError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pytz/lazy.py:121(LazySet)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/sql.py:1537(SQLAlchemyEngine)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/_exceptions.py:71(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/ma/core.py:916(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/printing.py:499(PrettyDict)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:440(__init__)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/compat/compressors.py:52(BZ2File)
        2    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pytz/__init__.py:372(_CountryNameDict)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/arrayprint.py:1271(BoolFormat)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:274(__exit__)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/resample.py:1997(PeriodIndexResamplerGroupby)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:136(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/range.py:385(is_monotonic_increasing)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/calendar.py:26(IllegalMonthError)
        2    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/lib/_index_tricks_impl.py:775(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/inspect.py:310(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:323(DefragResult)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/traceback.py:90(_Sentinel)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/_endian.py:48(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/importlib/metadata/__init__.py:884(legacy_normalize)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/arrayprint.py:1372(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/_typing.py:303(WriteExcelBuffer)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/groupby/indexing.py:248(GroupByPositionalSelector)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/computation/pytables.py:99(Constant)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/arrays/sparse/accessor.py:26(BaseAccessor)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:286(_is_owned)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:1323(disable)
        1    0.000    0.000    0.000    0.000 src/cinematic_impact_package/demo.py:121(validate_arguments)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/info.py:823(_DataFrameTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/parquet.py:296(FastParquetImpl)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/computation/engines.py:124(PythonEngine)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/lib/_index_tricks_impl.py:448(RClass)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/errors/__init__.py:572(UndefinedVariableError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:1315(Namespace)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/parser.py:78(BytesParser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/parser.py:17(__init__)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/ma/core.py:863(_DomainSafeDivide)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/_typing.py:298(ReadPickleBuffer)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/stata.py:792(StataNonCatValueLabel)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/methods/selectn.py:75(SelectNSeries)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:1786(RootLogger)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/importlib/metadata/__init__.py:923(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/calendar.py:548(different_locale)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pytz/exceptions.py:11(Error)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/lib/_index_tricks_impl.py:550(CClass)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/parsers/readers.py:507(_DeprecationConfig)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/dataclasses.py:1062(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/ma/core.py:2402(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:924(_StoreAction)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:753(Filter)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexing.py:2589(_iAtIndexer)
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/util/version/__init__.py:38(__eq__)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/computation/pytables.py:637(TermValue)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:1008(_set_ident)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.11/importlib/resources/readers.py:27(files)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ipaddress.py:20(AddressValueError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/importlib/resources/_adapters.py:20(TraversableResourcesLoader)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pycountry/__init__.py:139(Currencies)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/dateutil/tz/tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/ma/extras.py:1815(mr_class)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:256(c_wchar_p)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:1267(__init__)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/base.py:55(_AlreadyWarned)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/_policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tarfile.py:741(AbsoluteLinkError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/dateutil/parser/isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:204(_Section)
        4    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/zoneinfo/_tzpath.py:170(InvalidTZPathWarning)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/message.py:633(get_default_type)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:1407(_MainThread)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/parser.py:70(HeaderParser)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/_config/config.py:109(OptionError)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:240(c_char_p)
        3    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/ma/core.py:890(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:761(ArgumentError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/dateutil/tz/_factories.py:19(_TzFactory)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/accessor.py:196(CachedAccessor)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/util/version/__init__.py:128(InvalidVersion)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:300(_Selector)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/_endian.py:55(BigEndianUnion)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/linalg/_linalg.py:73(LinAlgError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:1319(disable)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/logging/__init__.py:1261(PlaceHolder)
        2    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/ma/core.py:906(__init__)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/computation/expressions.py:45(set_use_numexpr)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pycountry/__init__.py:132(Scripts)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/sql.py:1518(BaseEngine)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_pydecimal.py:5864(_Log10Memoize)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:1016(_AppendAction)
        2    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/range.py:401(inferred_type)
        1    0.000    0.000    0.000    0.000 {built-in method numpy._set_promotion_state}
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/computation/ops.py:520(Div)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/inspect.py:505(isbuiltin)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/zipfile.py:693(_check_compression)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/indexes/accessors.py:608(CombinedDatetimelikeProperties)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/exceptions.py:48(ComplexWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:959(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/linalg/linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tarfile.py:736(SpecialFileError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/format.py:1513(_ExtensionArrayFormatter)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/ma/core.py:884(_DomainGreater)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pytz/exceptions.py:15(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/nanops.py:98(bottleneck_switch)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/ma/core.py:900(_DomainGreaterEqual)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/stata.py:957(StataParser)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/errors/__init__.py:627(PyperclipWindowsException)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/importlib/metadata/__init__.py:523(FileHash)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/ma/core.py:845(_DomainTan)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:165(c_short)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:834(PurePosixPath)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/lib/_iotools.py:421(ConverterError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/computation/engines.py:107(NumExprEngine)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_pydecimal.py:353(Overflow)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:378(_RecursiveWildcardSelector)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.11/calendar.py:55(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/tseries/frequencies.py:411(_TimedeltaFrequencyInferer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tarfile.py:724(AbsolutePathError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/dateutil/tz/_factories.py:55(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2599(NumericBlock)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/zoneinfo/_common.py:163(ZoneInfoNotFoundError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pytz/exceptions.py:38(InvalidTimeError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_pydecimal.py:227(InvalidOperation)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/computation/pytables.py:340(JointFilterBinOp)
        2    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/computation/expr.py:169(_is_type)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/calendar.py:33(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/info.py:1032(_SeriesTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/compat/compressors.py:67(LZMAFile)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/errors/__init__.py:18(IntCastingNaNError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2633(DatetimeTZBlock)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/format.py:1475(_IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/groupby/ops.py:1170(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/formats/format.py:1657(_Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:350(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/tarfile.py:271(TarError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/_ufunc_config.py:327(_unspecified)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/threading.py:1206(daemon)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:982(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/_internal.py:255(c_void_p)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/exceptions.py:87(RankWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/parser.py:125(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_pydecimal.py:266(DivisionByZero)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:1151(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:1398(WindowsPath)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_pydecimal.py:5868(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/ctypes/__init__.py:202(c_longdouble)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/lib/_iotools.py:437(ConversionWarning)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/dateutil/tz/tz.py:627(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:331(SplitResult)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/shutil.py:61(Error)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/importlib/abc.py:267(FileLoader)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/urllib/parse.py:336(ParseResult)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/six.py:245(_MovedItems)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/zipfile.py:645(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/shutil.py:64(SameFileError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/_pydecimal.py:256(ConversionSyntax)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/exceptions.py:59(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pathlib.py:331(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_core/numerictypes.py:363(_PreprocessDTypeError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/lib/_iotools.py:429(ConverterLockError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/dateutil/parser/_parser.py:661(_result)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/dtypes/dtypes.py:149(CategoricalDtypeType)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/_typing/__init__.py:67(_256Bit)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pytz/exceptions.py:42(AmbiguousTimeError)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/email/errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:999(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pytz/exceptions.py:53(NonExistentTimeError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/io/pytables.py:3337(FrameFixed)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/csv.py:64(excel_tab)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/argparse.py:698(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/pandas/core/computation/pytables.py:394(JointConditionBinOp)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.11/pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 /home/zofia/NPP/cinematic_impact/venv/lib/python3.11/site-packages/numpy/exceptions.py:97(TooHardError)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
